LAMMPS data file. msi2lmp v3.9.6 / 11 Sep 2014 / CGCMM for Tob11_100_Water_cV05_r00

   4512 atoms
   3328 bonds
   3200 angles
   2304 dihedrals
      0 impropers

  10 atom types
   7 bond types
  12 angle types
  11 dihedral types

     1.036872761    94.716872761 xlo xhi
    -0.087524428    22.067475572 ylo yhi
    -1.154818403    21.332181597 zlo zhi

Masses

   1  28.086000 # sc2
   2  28.086000 # sc3
   3  15.999400 # oc12
   4  15.999400 # oc13
   5  15.999400 # ocx
   6  15.999400 # o*
   7  40.080000 # ca+t
   8   1.007970 # h*
   9  15.999400 # oc14
  10   1.008000 # hoy

Pair Coeffs # lj/cut/coul/long

   1   0.5099999995   4.0535891679 # sc2
   2   0.5099999995   4.0535891679 # sc3
   3   0.1599999980   3.0290556449 # oc12
   4   0.1400000021   2.7796039973 # oc13
   5   0.1599999980   3.0290556449 # ocx
   6   0.1554164124   3.1655200879 # o*
   7   0.2899999992   3.0290556424 # ca+t
   8   0.0000000000   0.0000000000 # h*
   9   0.1199999991   3.0914185538 # oc14
  10   0.0159969724   0.9666649776 # hoy

Bond Coeffs # harmonic

   1   300.0000     1.7100 # sc2-oc12
   2   300.0000     1.6200 # sc2-oc13
   3   300.0000     1.6700 # sc3-oc12
   4   300.0000     1.6200 # sc3-ocx
   5   430.0000     1.6800 # sc3-oc14
   6   540.6336     0.9600 # o*-h*
   7   495.0000     0.9450 # oc14-hoy

Angle Coeffs # harmonic

   1   170.0000   111.5000 # oc12-sc2-oc13
   2   170.0000   100.2000 # oc12-sc2-oc12
   3   170.0000   112.5000 # oc13-sc2-oc13
   4   170.0000   107.0000 # oc12-sc3-ocx
   5   170.0000   107.0000 # oc12-sc3-oc12
   6   170.0000   111.0000 # oc12-sc3-oc14
   7   170.0000   111.0000 # ocx-sc3-oc14
   8   170.0000   139.0000 # sc2-oc12-sc3
   9   170.0000   144.0000 # sc2-oc12-sc2
  10   170.0000   174.5000 # sc3-ocx-sc3
  11    50.0000   104.5000 # h*-o*-h*
  12    50.0000   115.0000 # sc3-oc14-hoy

Dihedral Coeffs # harmonic

  1     0.0000   1   3 # oc13-sc2-oc12-sc3
  2     0.0000   1   3 # oc12-sc2-oc12-sc3
  3     0.0000   1   3 # oc12-sc2-oc12-sc2
  4     0.0000   1   3 # oc13-sc2-oc12-sc2
  5     0.0000   1   3 # ocx-sc3-oc12-sc2
  6     0.0000   1   3 # oc12-sc3-oc12-sc2
  7     0.0000   1   3 # oc14-sc3-oc12-sc2
  8     0.0000   1   3 # oc12-sc3-ocx-sc3
  9     0.0000   1   3 # oc14-sc3-ocx-sc3
 10     0.0000   1   3 # oc12-sc3-oc14-hoy
 11     0.0000   1   3 # ocx-sc3-oc14-hoy

Atoms # full

      1      1   1  1.000000     4.069912720     0.052609600     3.539004087   0   0   0 # sc2
      2      1   1  1.000000     4.069912720     0.052609600    18.947995913   0   0  -1 # sc2
      3      1   2  1.000000     4.918150234     2.206037045     1.600174904   0   0   0 # sc3
      4      1   2  1.000000     4.918150234     2.206037045    20.886825096   0   0  -1 # sc3
      5      1   1  1.000000     4.076108265     4.357694626     3.546874523   0   0   0 # sc2
      6      1   1  1.000000     4.076108265     4.357694626    18.940125477   0   0  -1 # sc2
      7      1   3 -0.560000     4.142570782     0.888957560     2.118275404   0   0   0 # oc12
      8      1   3 -0.560000     4.142570782     0.888957560    20.368724596   0   0  -1 # oc12
      9      1   3 -0.560000     4.074981976     5.896728992     2.984025002   0   0   0 # oc12
     10      1   3 -0.560000     4.074981976     5.896728992    19.502974998   0   0  -1 # oc12
     11      1   4 -0.940000     5.347901154     0.327643037     4.456923485   0   0   0 # oc13
     12      1   4 -0.940000     5.347901154     0.327643037    18.030076515   0   0  -1 # oc13
     13      1   4 -0.940000     2.723209190     0.345485657     4.366975307   0   0   0 # oc13
     14      1   4 -0.940000     2.723209190     0.345485657    18.120024693   0   0  -1 # oc13
     15      1   5 -0.580000     4.835354137     2.207886934     0.000000000   0   0   0 # ocx
     16      1   6 -0.820000     1.320744562     2.208046198     2.111529350   0   0   0 # o*
     17      1   3 -0.560000     4.136938381     3.507678747     2.138513803   0   0   0 # oc12
     18      1   3 -0.560000     4.136938381     3.507678747    20.348486197   0   0  -1 # oc12
     19      1   4 -0.940000     2.745738554     4.057924271     4.387213707   0   0   0 # oc13
     20      1   4 -0.940000     2.745738554     4.057924271    18.099786293   0   0  -1 # oc13
     21      1   7  1.500000     1.293145823     2.217278719     4.622652531   0   0   0 # ca+t
     22      1   7  1.500000     4.023727226     4.045681000     6.599484921   0   0   0 # ca+t
     23      1   8  0.410000     1.599887356     1.426279111     1.586900342   0   0   0 # h*
     24      1   8  0.410000    94.231195049     2.491397026     1.563949433  -1   0   0 # h*
     25      2   1  1.000000    15.334712720     0.052609600     3.539004087   0   0   0 # sc2
     26      2   1  1.000000    15.334712720     0.052609600    18.947995913   0   0  -1 # sc2
     27      2   2  1.000000    16.182950234     2.206037045     1.600174904   0   0   0 # sc3
     28      2   2  1.000000    16.182950234     2.206037045    20.886825096   0   0  -1 # sc3
     29      2   1  1.000000    15.340908265     4.357694626     3.546874523   0   0   0 # sc2
     30      2   1  1.000000    15.340908265     4.357694626    18.940125477   0   0  -1 # sc2
     31      2   3 -0.560000    15.407370782     0.888957560     2.118275404   0   0   0 # oc12
     32      2   3 -0.560000    15.407370782     0.888957560    20.368724596   0   0  -1 # oc12
     33      2   3 -0.560000    15.339781976     5.896728992     2.984025002   0   0   0 # oc12
